rules,tokens,token_ids,padded_token_ids,input_tensors,embeddings
"If a driver fails to carry valid insurance while operating a vehicle, they may receive a penalty or legal consequences","['[CLS]', 'if', 'a', 'driver', 'fails', 'to', 'carry', 'valid', 'insurance', 'while', 'operating', 'a', 'vehicle', ',', 'they', 'may', 'receive', 'a', 'penalty', 'or', 'legal', 'consequences', '[SEP]']","[101, 2065, 1037, 4062, 11896, 2000, 4287, 9398, 5427, 2096, 4082, 1037, 4316, 1010, 2027, 2089, 4374, 1037, 6531, 2030, 3423, 8465, 102]","[101, 2065, 1037, 4062, 11896, 2000, 4287, 9398, 5427, 2096, 4082, 1037, 4316, 1010, 2027, 2089, 4374, 1037, 6531, 2030, 3423, 8465, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","tensor([[  101,  2065,  1037,  4062, 11896,  2000,  4287,  9398,  5427,  2096,
          4082,  1037,  4316,  1010,  2027,  2089,  4374,  1037,  6531,  2030,
          3423,  8465,   102,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0]])","tensor([[-0.5834,  0.2936,  0.4730,  ..., -0.3747,  0.4042, -0.9603],
        [-1.0768,  0.7089,  0.1515,  ..., -0.1764,  0.2732, -0.3208],
        [-1.4119,  0.1528,  0.1503,  ..., -0.6549, -0.7416, -0.0275],
        ...,
        [ 0.2792, -0.4572,  0.8918,  ..., -0.7354, -0.0474, -1.1106],
        [ 0.2226, -0.2539,  0.8439,  ..., -0.6883, -0.1966, -1.1193],
        [ 0.2114, -0.1252,  0.7741,  ..., -0.6560, -0.2682, -1.3728]])"
"If a driver crosses a solid yellow line, they may receive a citation or penalty","['[CLS]', 'if', 'a', 'driver', 'crosses', 'a', 'solid', 'yellow', 'line', ',', 'they', 'may', 'receive', 'a', 'citation', 'or', 'penalty', '[SEP]']","[101, 2065, 1037, 4062, 7821, 1037, 5024, 3756, 2240, 1010, 2027, 2089, 4374, 1037, 11091, 2030, 6531, 102]","[101, 2065, 1037, 4062, 7821, 1037, 5024, 3756, 2240, 1010, 2027, 2089, 4374, 1037, 11091, 2030, 6531, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","tensor([[  101,  2065,  1037,  4062,  7821,  1037,  5024,  3756,  2240,  1010,
          2027,  2089,  4374,  1037, 11091,  2030,  6531,   102,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0]])","tensor([[-0.6466,  0.3050,  0.4278,  ..., -0.4917,  0.3807, -0.9046],
        [-1.1904,  0.4783,  0.4344,  ..., -0.4330, -0.0153, -0.2601],
        [-1.6165, -0.4826,  0.1512,  ..., -0.7955, -0.4527,  0.0073],
        ...,
        [ 0.2422, -0.3944,  0.9129,  ..., -0.7316, -0.0315, -1.1089],
        [ 0.1897, -0.2026,  0.8624,  ..., -0.6765, -0.1728, -1.1108],
        [ 0.1823, -0.0945,  0.8107,  ..., -0.6430, -0.2377, -1.3447]])"
"If a driver fails to yield to an emergency vehicle with its lights and sirens on, they may receive a ticket or citation","['[CLS]', 'if', 'a', 'driver', 'fails', 'to', 'yield', 'to', 'an', 'emergency', 'vehicle', 'with', 'its', 'lights', 'and', 'sirens', 'on', ',', 'they', 'may', 'receive', 'a', 'ticket', 'or', 'citation', '[SEP]']","[101, 2065, 1037, 4062, 11896, 2000, 10750, 2000, 2019, 5057, 4316, 2007, 2049, 4597, 1998, 20675, 2006, 1010, 2027, 2089, 4374, 1037, 7281, 2030, 11091, 102]","[101, 2065, 1037, 4062, 11896, 2000, 10750, 2000, 2019, 5057, 4316, 2007, 2049, 4597, 1998, 20675, 2006, 1010, 2027, 2089, 4374, 1037, 7281, 2030, 11091, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","tensor([[  101,  2065,  1037,  4062, 11896,  2000, 10750,  2000,  2019,  5057,
          4316,  2007,  2049,  4597,  1998, 20675,  2006,  1010,  2027,  2089,
          4374,  1037,  7281,  2030, 11091,   102,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0]])","tensor([[-0.6625,  0.2316,  0.3956,  ..., -0.4607,  0.5022, -0.8791],
        [-1.0064,  0.6528,  0.4066,  ..., -0.2831,  0.0972, -0.2268],
        [-1.4602,  0.1361,  0.4904,  ..., -0.6052, -0.8128,  0.3483],
        ...,
        [ 0.3336, -0.4400,  0.8297,  ..., -0.7315, -0.1510, -1.0891],
        [ 0.2651, -0.2345,  0.7906,  ..., -0.6946, -0.2839, -1.1088],
        [ 0.2530, -0.1544,  0.7304,  ..., -0.6850, -0.3331, -1.3858]])"
"If a driver operates a vehicle with excessively loud music or noise, they may receive a noise violation citation","['[CLS]', 'if', 'a', 'driver', 'operates', 'a', 'vehicle', 'with', 'excessive', '##ly', 'loud', 'music', 'or', 'noise', ',', 'they', 'may', 'receive', 'a', 'noise', 'violation', 'citation', '[SEP]']","[101, 2065, 1037, 4062, 5748, 1037, 4316, 2007, 11664, 2135, 5189, 2189, 2030, 5005, 1010, 2027, 2089, 4374, 1037, 5005, 11371, 11091, 102]","[101, 2065, 1037, 4062, 5748, 1037, 4316, 2007, 11664, 2135, 5189, 2189, 2030, 5005, 1010, 2027, 2089, 4374, 1037, 5005, 11371, 11091, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","tensor([[  101,  2065,  1037,  4062,  5748,  1037,  4316,  2007, 11664,  2135,
          5189,  2189,  2030,  5005,  1010,  2027,  2089,  4374,  1037,  5005,
         11371, 11091,   102,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0]])","tensor([[-0.6005,  0.2878,  0.3232,  ..., -0.3665,  0.4636, -0.7360],
        [-0.8052,  0.8818, -0.0269,  ..., -0.3771,  0.0674, -0.1089],
        [-1.1224,  0.1878,  0.2564,  ..., -0.6469, -0.7347,  0.2290],
        ...,
        [ 0.3019, -0.4059,  0.8555,  ..., -0.7568, -0.0970, -1.1407],
        [ 0.2521, -0.2022,  0.8132,  ..., -0.7015, -0.2463, -1.1561],
        [ 0.2149, -0.0674,  0.7361,  ..., -0.6752, -0.3126, -1.4186]])"
"If a driver follows another vehicle too closely, they may receive a tailgating citation","['[CLS]', 'if', 'a', 'driver', 'follows', 'another', 'vehicle', 'too', 'closely', ',', 'they', 'may', 'receive', 'a', 'tail', '##gating', 'citation', '[SEP]']","[101, 2065, 1037, 4062, 4076, 2178, 4316, 2205, 4876, 1010, 2027, 2089, 4374, 1037, 5725, 16961, 11091, 102]","[101, 2065, 1037, 4062, 4076, 2178, 4316, 2205, 4876, 1010, 2027, 2089, 4374, 1037, 5725, 16961, 11091, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","tensor([[  101,  2065,  1037,  4062,  4076,  2178,  4316,  2205,  4876,  1010,
          2027,  2089,  4374,  1037,  5725, 16961, 11091,   102,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0]])","tensor([[-0.5240,  0.3218,  0.3740,  ..., -0.4278,  0.4432, -0.7181],
        [-1.0701,  0.6976,  0.3561,  ..., -0.3502,  0.0213, -0.3325],
        [-1.3524, -0.2464,  0.4069,  ..., -0.5641, -0.5624,  0.0066],
        ...,
        [ 0.2588, -0.3747,  0.9024,  ..., -0.7287, -0.0314, -1.1384],
        [ 0.2031, -0.1746,  0.8554,  ..., -0.6711, -0.1671, -1.1499],
        [ 0.1857, -0.0492,  0.8014,  ..., -0.6371, -0.2372, -1.3951]])"
"If a driver makes an illegal U-turn, they may receive a traffic citation or penalty","['[CLS]', 'if', 'a', 'driver', 'makes', 'an', 'illegal', 'u', '-', 'turn', ',', 'they', 'may', 'receive', 'a', 'traffic', 'citation', 'or', 'penalty', '[SEP]']","[101, 2065, 1037, 4062, 3084, 2019, 6206, 1057, 1011, 2735, 1010, 2027, 2089, 4374, 1037, 4026, 11091, 2030, 6531, 102]","[101, 2065, 1037, 4062, 3084, 2019, 6206, 1057, 1011, 2735, 1010, 2027, 2089, 4374, 1037, 4026, 11091, 2030, 6531, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","tensor([[  101,  2065,  1037,  4062,  3084,  2019,  6206,  1057,  1011,  2735,
          1010,  2027,  2089,  4374,  1037,  4026, 11091,  2030,  6531,   102,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0]])","tensor([[-6.6264e-01,  3.3876e-01,  4.3343e-01,  ..., -5.1475e-01,
          3.4519e-01, -9.5781e-01],
        [-1.2264e+00,  6.2119e-01,  4.6334e-01,  ..., -5.0215e-01,
          3.1327e-02, -3.9027e-01],
        [-1.5942e+00, -3.2325e-01,  1.5967e-01,  ..., -8.8476e-01,
         -6.5918e-01, -1.2433e-03],
        ...,
        [ 2.5005e-01, -4.1921e-01,  8.8037e-01,  ..., -7.5781e-01,
         -6.5875e-02, -1.0948e+00],
        [ 1.8376e-01, -2.2755e-01,  8.3011e-01,  ..., -7.0757e-01,
         -2.0958e-01, -1.1002e+00],
        [ 2.2628e-01, -1.1176e-01,  7.8051e-01,  ..., -6.7315e-01,
         -2.5539e-01, -1.3445e+00]])"
"If a driver operates a vehicle with tinted windows that are too dark, they may receive a citation or penalty","['[CLS]', 'if', 'a', 'driver', 'operates', 'a', 'vehicle', 'with', 'tinted', 'windows', 'that', 'are', 'too', 'dark', ',', 'they', 'may', 'receive', 'a', 'citation', 'or', 'penalty', '[SEP]']","[101, 2065, 1037, 4062, 5748, 1037, 4316, 2007, 25577, 3645, 2008, 2024, 2205, 2601, 1010, 2027, 2089, 4374, 1037, 11091, 2030, 6531, 102]","[101, 2065, 1037, 4062, 5748, 1037, 4316, 2007, 25577, 3645, 2008, 2024, 2205, 2601, 1010, 2027, 2089, 4374, 1037, 11091, 2030, 6531, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","tensor([[  101,  2065,  1037,  4062,  5748,  1037,  4316,  2007, 25577,  3645,
          2008,  2024,  2205,  2601,  1010,  2027,  2089,  4374,  1037, 11091,
          2030,  6531,   102,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0]])","tensor([[-0.6549,  0.2968,  0.4099,  ..., -0.4411,  0.4250, -0.9552],
        [-0.9239,  0.7290,  0.1212,  ..., -0.2073, -0.0378, -0.2750],
        [-1.3709,  0.1951,  0.0441,  ..., -0.6091, -0.5814, -0.1042],
        ...,
        [ 0.2692, -0.4486,  0.8773,  ..., -0.7139, -0.0621, -1.1166],
        [ 0.2104, -0.2486,  0.8384,  ..., -0.6680, -0.2079, -1.1222],
        [ 0.2097, -0.1252,  0.7711,  ..., -0.6505, -0.2698, -1.4009]])"
"If a driver fails to properly secure a child in a car seat, they may receive a citation or penalty","['[CLS]', 'if', 'a', 'driver', 'fails', 'to', 'properly', 'secure', 'a', 'child', 'in', 'a', 'car', 'seat', ',', 'they', 'may', 'receive', 'a', 'citation', 'or', 'penalty', '[SEP]']","[101, 2065, 1037, 4062, 11896, 2000, 7919, 5851, 1037, 2775, 1999, 1037, 2482, 2835, 1010, 2027, 2089, 4374, 1037, 11091, 2030, 6531, 102]","[101, 2065, 1037, 4062, 11896, 2000, 7919, 5851, 1037, 2775, 1999, 1037, 2482, 2835, 1010, 2027, 2089, 4374, 1037, 11091, 2030, 6531, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","tensor([[  101,  2065,  1037,  4062, 11896,  2000,  7919,  5851,  1037,  2775,
          1999,  1037,  2482,  2835,  1010,  2027,  2089,  4374,  1037, 11091,
          2030,  6531,   102,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0]])","tensor([[-0.7103,  0.3295,  0.4123,  ..., -0.4527,  0.4455, -0.9173],
        [-1.2780,  0.6519,  0.3106,  ..., -0.3868,  0.0703, -0.5477],
        [-1.6226,  0.1226,  0.0431,  ..., -0.6884, -0.5544, -0.0724],
        ...,
        [ 0.2609, -0.4284,  0.8773,  ..., -0.7653, -0.0938, -1.1041],
        [ 0.2071, -0.2311,  0.8352,  ..., -0.7206, -0.2420, -1.1153],
        [ 0.1931, -0.1244,  0.7686,  ..., -0.6959, -0.2900, -1.3570]])"
"If a driver throws trash out of their vehicle, they may receive a littering citation or penalty","['[CLS]', 'if', 'a', 'driver', 'throws', 'trash', 'out', 'of', 'their', 'vehicle', ',', 'they', 'may', 'receive', 'a', 'litter', '##ing', 'citation', 'or', 'penalty', '[SEP]']","[101, 2065, 1037, 4062, 11618, 11669, 2041, 1997, 2037, 4316, 1010, 2027, 2089, 4374, 1037, 19070, 2075, 11091, 2030, 6531, 102]","[101, 2065, 1037, 4062, 11618, 11669, 2041, 1997, 2037, 4316, 1010, 2027, 2089, 4374, 1037, 19070, 2075, 11091, 2030, 6531, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","tensor([[  101,  2065,  1037,  4062, 11618, 11669,  2041,  1997,  2037,  4316,
          1010,  2027,  2089,  4374,  1037, 19070,  2075, 11091,  2030,  6531,
           102,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0]])","tensor([[-0.6770,  0.3214,  0.4211,  ..., -0.4495,  0.4064, -0.9599],
        [-1.0303,  0.9144,  0.1549,  ..., -0.3659,  0.0385, -0.3793],
        [-1.5621, -0.0205,  0.1891,  ..., -0.5282, -0.6517, -0.1168],
        ...,
        [ 0.2931, -0.4100,  0.8794,  ..., -0.6969, -0.0925, -1.1539],
        [ 0.2340, -0.2045,  0.8325,  ..., -0.6513, -0.2322, -1.1532],
        [ 0.2593, -0.0863,  0.7617,  ..., -0.6389, -0.3009, -1.4016]])"
"If a driver operates a vehicle with a broken or malfunctioning headlight or taillight, they may receive a citation or penalty","['[CLS]', 'if', 'a', 'driver', 'operates', 'a', 'vehicle', 'with', 'a', 'broken', 'or', 'mal', '##fu', '##nction', '##ing', 'head', '##light', 'or', 'tail', '##light', ',', 'they', 'may', 'receive', 'a', 'citation', 'or', 'penalty', '[SEP]']","[101, 2065, 1037, 4062, 5748, 1037, 4316, 2007, 1037, 3714, 2030, 15451, 11263, 27989, 2075, 2132, 7138, 2030, 5725, 7138, 1010, 2027, 2089, 4374, 1037, 11091, 2030, 6531, 102]","[101, 2065, 1037, 4062, 5748, 1037, 4316, 2007, 1037, 3714, 2030, 15451, 11263, 27989, 2075, 2132, 7138, 2030, 5725, 7138, 1010, 2027, 2089, 4374, 1037, 11091, 2030, 6531, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","tensor([[  101,  2065,  1037,  4062,  5748,  1037,  4316,  2007,  1037,  3714,
          2030, 15451, 11263, 27989,  2075,  2132,  7138,  2030,  5725,  7138,
          1010,  2027,  2089,  4374,  1037, 11091,  2030,  6531,   102,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
             0,     0,     0,     0,     0,     0,     0,     0]])","tensor([[-0.6553,  0.3690,  0.4032,  ..., -0.4272,  0.3694, -0.9823],
        [-0.9159,  0.8145,  0.1316,  ..., -0.0276, -0.1766, -0.4564],
        [-1.3135,  0.1190, -0.2328,  ..., -0.5465, -0.5918, -0.2522],
        ...,
        [ 0.3185, -0.4671,  0.8531,  ..., -0.7907, -0.0551, -1.0538],
        [ 0.2472, -0.2746,  0.8152,  ..., -0.7423, -0.2055, -1.0760],
        [ 0.2242, -0.1546,  0.7412,  ..., -0.7095, -0.2595, -1.3408]])"
